index,sample_times,load_times,learn_times,update_times
2,22720.388987013,4.66060917207793,7151.74283206231,3.24407792207792
3,22021.9118343339,5.01875547622911,5726.57626176948,4.01269868570501
4,12304.1589422661,4.49150743890655,4333.33864581551,15.4527116204151
16,6429.53695478232,7.00675160469422,2923.33816769212,28.587516497768
24,3662.01754241722,7.77103148538961,2244.54914030032,35.1626452922546
64,2204.37368308543,13.3118288776786,2583.75775206128,54.1504737500721
