index,sample_times,load_times,learn_times,update_times
1,6232.44535355352,2.54435665546464,1119.23294034088,2.44353455355333
2,3765.45345325564,4.19818848151666,1229.92630806691,3.66530183033
4,2045.5646264654,5.16377183226549,1217.74881986822,6.85411442271711
8,1637.09043741234,8.05548405833416,1561.21643572849,8.43056073994204
16,1307.2118374332,9.42491634825097,1301.01369644041,12.3929242877148
32,875.744230942424,11.5926471083487,1461.81314206788,12.9522249408051
64,454.908348409823,16.5774853649386,1637.23071911602,20.2054709076559
